30892,31767
30893,31767
31154,31767
31155,31767
31156,31767
31157,31767
31158,31767
31159,31767
31160,31767
31161,31767
31162,31767
31163,31767
31164,31767
31165,31767
31166,31767
31167,31767
31168,31767
31169,31767
31170,31767
31171,31767
31172,31767
31173,31767
31174,31767
31175,31767
31176,31767
31177,31767
31178,31767
31179,31767
31180,31767
31181,31767
31182,31767
31183,31767
31184,31767
31185,31767
31186,31767
31187,31767
31188,31767
31189,31767
31190,31767
31191,31767
31192,31767
31193,31767
31194,31767
31195,31767
31196,31767
31197,31767
31198,31767
31199,31767
31200,31767
31201,31767
31202,31767
31203,31767
31204,31767
31205,31767
31206,31767
31207,31767
31208,31767
31209,31767
31210,31767
31211,31767
31212,31767
31213,31767
31214,31767
31215,31767
31216,31767
31217,31767
31218,31767
31219,31767
31220,31767
31221,31767
31222,31767
31223,31767
31224,31767
31225,31767
31226,31767
31227,31767
31228,31767
31229,31767
31230,31767
31343,31767
31344,31767
30865,31768
31279,31768
31465,31769
31466,31769
31467,31769
31468,31769
31469,31769
31470,31769
31471,31769
31472,31769
31473,31769
30850,31770
31499,31770
31500,31770
30742,31771
30785,31771
30786,31771
30808,31771
30870,31771
30871,31771
30874,31771
30875,31771
30877,31771
30883,31771
30885,31771
30888,31771
30954,31771
30955,31771
30956,31771
30980,31771
30981,31771
30982,31771
30983,31771
30984,31771
30985,31771
31004,31771
31019,31771
31066,31771
31092,31771
31109,31771
31144,31771
31233,31771
31263,31771
31302,31771
31306,31771
31310,31771
31335,31771
31338,31771
31341,31771
31413,31771
31414,31771
31415,31771
31481,31771
31482,31771
31486,31771
31487,31771
31488,31771
31489,31771
31490,31771
31491,31771
31494,31771
31495,31771
31507,31771
31508,31771
31515,31771
31519,31771
31528,31771
31541,31771
31557,31771
31570,31771
31571,31771
31623,31771
31624,31771
31625,31771
31627,31771
30745,31772
30747,31772
30748,31772
30749,31772
30750,31772
30751,31772
30752,31772
30753,31772
30754,31772
30755,31772
30756,31772
30757,31772
30758,31772
30764,31772
30766,31772
30768,31772
30769,31772
30770,31772
30771,31772
30772,31772
30773,31772
30774,31772
30775,31772
30776,31772
30777,31772
30778,31772
30779,31772
30780,31772
30781,31772
30782,31772
30783,31772
30788,31772
30789,31772
30800,31772
30801,31772
30802,31772
30807,31772
30810,31772
30811,31772
30812,31772
30813,31772
30814,31772
30815,31772
30816,31772
30817,31772
30818,31772
30819,31772
30820,31772
30821,31772
30822,31772
30823,31772
30824,31772
30825,31772
30826,31772
30827,31772
30828,31772
30829,31772
30830,31772
30831,31772
30832,31772
30833,31772
30834,31772
30835,31772
30836,31772
30837,31772
30838,31772
30839,31772
30840,31772
30841,31772
30842,31772
30843,31772
30849,31772
30852,31772
30856,31772
30857,31772
30858,31772
30859,31772
30860,31772
30861,31772
30862,31772
30863,31772
30872,31772
30873,31772
30879,31772
30880,31772
30886,31772
30887,31772
30889,31772
30890,31772
30894,31772
30895,31772
30896,31772
30897,31772
30898,31772
30899,31772
30900,31772
30901,31772
30902,31772
30903,31772
30905,31772
30906,31772
30907,31772
30908,31772
30911,31772
30912,31772
30914,31772
30915,31772
30916,31772
30917,31772
30918,31772
30919,31772
30920,31772
30921,31772
30922,31772
30923,31772
30924,31772
30925,31772
30926,31772
30927,31772
30928,31772
30929,31772
30930,31772
30931,31772
30932,31772
30935,31772
30936,31772
30937,31772
30938,31772
30939,31772
30941,31772
30942,31772
30943,31772
30944,31772
30946,31772
30947,31772
30948,31772
30949,31772
30950,31772
30951,31772
30957,31772
30958,31772
30959,31772
30960,31772
30961,31772
30962,31772
30963,31772
30964,31772
30965,31772
30969,31772
30970,31772
30971,31772
30972,31772
30973,31772
30974,31772
30975,31772
30976,31772
30977,31772
30978,31772
30979,31772
30986,31772
30987,31772
30988,31772
30989,31772
30990,31772
30991,31772
30992,31772
30993,31772
30994,31772
30995,31772
30996,31772
30997,31772
30998,31772
30999,31772
31000,31772
31001,31772
31002,31772
31009,31772
31010,31772
31011,31772
31012,31772
31013,31772
31014,31772
31015,31772
31016,31772
31017,31772
31018,31772
31020,31772
31021,31772
31022,31772
31023,31772
31024,31772
31025,31772
31026,31772
31027,31772
31028,31772
31029,31772
31030,31772
31032,31772
31033,31772
31034,31772
31035,31772
31036,31772
31037,31772
31038,31772
31040,31772
31041,31772
31042,31772
31043,31772
31044,31772
31045,31772
31046,31772
31047,31772
31048,31772
31049,31772
31050,31772
31051,31772
31052,31772
31053,31772
31054,31772
31055,31772
31056,31772
31057,31772
31058,31772
31059,31772
31060,31772
31061,31772
31062,31772
31063,31772
31064,31772
31065,31772
31072,31772
31073,31772
31074,31772
31075,31772
31076,31772
31077,31772
31078,31772
31079,31772
31080,31772
31081,31772
31082,31772
31083,31772
31084,31772
31085,31772
31086,31772
31087,31772
31088,31772
31089,31772
31093,31772
31100,31772
31101,31772
31102,31772
31105,31772
31106,31772
31107,31772
31108,31772
31114,31772
31115,31772
31116,31772
31117,31772
31118,31772
31120,31772
31121,31772
31122,31772
31123,31772
31124,31772
31125,31772
31126,31772
31127,31772
31128,31772
31129,31772
31130,31772
31131,31772
31132,31772
31133,31772
31134,31772
31135,31772
31136,31772
31137,31772
31138,31772
31139,31772
31140,31772
31141,31772
31142,31772
31143,31772
31145,31772
31146,31772
31147,31772
31232,31772
31241,31772
31245,31772
31246,31772
31247,31772
31248,31772
31249,31772
31250,31772
31251,31772
31252,31772
31253,31772
31254,31772
31255,31772
31256,31772
31257,31772
31258,31772
31259,31772
31260,31772
31261,31772
31265,31772
31266,31772
31267,31772
31268,31772
31269,31772
31270,31772
31271,31772
31273,31772
31277,31772
31278,31772
31281,31772
31282,31772
31283,31772
31284,31772
31285,31772
31286,31772
31287,31772
31288,31772
31289,31772
31290,31772
31291,31772
31292,31772
31293,31772
31296,31772
31303,31772
31304,31772
31305,31772
31307,31772
31308,31772
31311,31772
31313,31772
31314,31772
31315,31772
31316,31772
31317,31772
31318,31772
31319,31772
31320,31772
31321,31772
31322,31772
31324,31772
31325,31772
31326,31772
31333,31772
31337,31772
31339,31772
31340,31772
31345,31772
31346,31772
31347,31772
31348,31772
31349,31772
31350,31772
31351,31772
31352,31772
31353,31772
31354,31772
31355,31772
31356,31772
31357,31772
31358,31772
31359,31772
31360,31772
31361,31772
31362,31772
31363,31772
31364,31772
31365,31772
31366,31772
31367,31772
31368,31772
31369,31772
31370,31772
31371,31772
31372,31772
31373,31772
31374,31772
31375,31772
31376,31772
31377,31772
31378,31772
31379,31772
31380,31772
31381,31772
31382,31772
31383,31772
31384,31772
31385,31772
31386,31772
31390,31772
31391,31772
31392,31772
31393,31772
31394,31772
31395,31772
31396,31772
31398,31772
31401,31772
31402,31772
31403,31772
31404,31772
31405,31772
31407,31772
31408,31772
31409,31772
31410,31772
31411,31772
31421,31772
31422,31772
31423,31772
31424,31772
31425,31772
31428,31772
31429,31772
31430,31772
31431,31772
31432,31772
31433,31772
31434,31772
31435,31772
31436,31772
31437,31772
31438,31772
31440,31772
31441,31772
31442,31772
31444,31772
31445,31772
31446,31772
31447,31772
31448,31772
31449,31772
31450,31772
31451,31772
31452,31772
31453,31772
31454,31772
31455,31772
31456,31772
31457,31772
31458,31772
31460,31772
31461,31772
31462,31772
31463,31772
31464,31772
31477,31772
31483,31772
31523,31772
31538,31772
31566,31772
31567,31772
31568,31772
31572,31772
31573,31772
31574,31772
31575,31772
31576,31772
31577,31772
31578,31772
31579,31772
31580,31772
31581,31772
31582,31772
31583,31772
31584,31772
31585,31772
31586,31772
31587,31772
31588,31772
31589,31772
31590,31772
31591,31772
31592,31772
31593,31772
31594,31772
31595,31772
31596,31772
31597,31772
31598,31772
31599,31772
31600,31772
31602,31772
31603,31772
31604,31772
31605,31772
31606,31772
31608,31772
31609,31772
31610,31772
31611,31772
31612,31772
31613,31772
31614,31772
31615,31772
31616,31772
31617,31772
31618,31772
31619,31772
31620,31772
31621,31772
31626,31772
32026,31772
32027,31772
32028,31772
32029,31772
32031,31772
32032,31772
32033,31772
32034,31772
